Band,Frequency,Delta_T band,T_band avg,Percent Difference,Picowatt Loading
Medium,195-245,0.0006507535706110187,8.015546365375826,0.00015215399459089316,4.160977049268211
High,245-310,0.3307636877470987,7.892440332780523,0.041613159140022796,5.385966205842724
LMT_annual_5.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_up.csv,detector_up.csv
Low,128-170,-0.7513503463658358,7.813889413544682,-0.09473702766404345,3.57192019512694
Medium,195-245,0.0005694093742846915,7.013603069703846,0.0001521539945909009,3.6408549181096848
High,245-310,0.2894182267787113,6.905885291182957,0.04161315914002279,4.712720430112383
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_down.csv,detector_down.csv
Low,128-170,-3.4843315542268045,21.116511897264903,-0.16571760860577464,9.341349527097199
Medium,195-245,0.023389058349298886,23.906544000917947,0.000883098078279881,11.978823520378745
High,245-310,1.4218851036547286,28.168153973886337,0.04743877012642492,18.95491587977159
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_down.csv,detector.csv
Low,128-170,-3.09718360375716,18.770232797568802,-0.16571760860577464,8.303421801864175
Medium,195-245,0.020790274088265778,21.250261334149283,0.0008830980782798864,10.64784312922555
High,245-310,1.2638978699153147,25.038359087898968,0.047438770126424924,16.84881411535253
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_down.csv,detector_up.csv
Low,128-170,-2.7100356532875143,16.4239536978727,-0.16571760860577464,7.265494076631153
Medium,195-245,0.018191489827233155,18.593978667380625,0.0008830980782799199,9.316862738072356
High,245-310,1.1059106361759,21.908564201911588,0.04743877012642492,14.742712350933456
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_mid.csv,detector_down.csv
Low,128-170,-3.4843315542268045,21.618904381260574,-0.16179473681346918,9.57648700886655
Medium,195-245,0.023389058349298886,24.312705989389425,0.0008736788405926354,12.195668040106838
High,245-310,1.421885103654729,28.493888535435836,0.04694447681222824,19.181542595071424
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_mid.csv,detector.csv
Low,128-170,-3.0971836037571596,19.21680389445384,-0.1617947368134692,8.51243289677027
Medium,195-245,0.020790274088265708,21.611294212790607,0.0008736788405926371,10.840593813428303
High,245-310,1.2638978699153145,25.327900920387414,0.04694447681222825,17.050260084507933
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_mid.csv,detector_up.csv
Low,128-170,-2.7100356532875143,16.814703407647112,-0.16179473681346918,7.4483787846739835
Medium,195-245,0.0181914898272326,18.90988243619178,0.0008736788405926426,9.485519586749765
High,245-310,1.1059106361759001,22.161913305338985,0.046944476812228235,14.918977573944433
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_up.csv,detector_down.csv
Low,128-170,-3.4843315542268045,23.30661074288124,-0.14995615803165802,10.366170951952036
Medium,195-245,0.023389058349298816,25.858698679990905,0.0008318819239873162,13.021303990480456
High,245-310,1.421885103654729,29.902654740286263,0.044873997371974415,20.16437206571004
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_up.csv,detector.csv
Low,128-170,-3.0971836037571587,20.716987327005555,-0.149956158031658,9.214374179512925
Medium,195-245,0.02079027408826543,22.98550993776969,0.0008318819239873076,11.574492435982629
High,245-310,1.2638978699153145,26.58013754692112,0.044873997371974415,17.92388628063115
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_up.csv,detector_up.csv
Low,128-170,-2.7100356532875143,18.12736391112985,-0.14995615803165802,8.062577407073805
Medium,195-245,0.018191489827233086,20.11232119554848,0.0008318819239873506,10.127680881484796
High,245-310,1.1059106361759,23.25762035355598,0.044873997371974395,15.683400495552256
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_down.csv,detector_down.csv
Low,128-170,-2.2173018981443295,13.910028798492464,-0.15985364967495708,6.164540849442885
Medium,195-245,0.014883946222280774,15.48080579217883,0.0008783327237415574,7.764770610938061
High,245-310,0.9048359750530097,18.08926091845898,0.047064724663544846,12.174789261181822
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_down.csv,detector.csv
Low,128-170,-1.9709350205727367,12.364470043104411,-0.15985364967495708,5.479591866171453
Medium,195-245,0.01323017441980535,13.760716259714515,0.0008783327237415729,6.902018320833833
High,245-310,0.8042986444915637,16.0793430386302,0.04706472466354482,10.822034898828287
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_down.csv,detector_up.csv
Low,128-170,-1.7245681430011448,10.81891128771636,-0.15985364967495713,4.79464288290002
Medium,195-245,0.011576402617329123,12.0406267272502,0.0008783327237415269,6.039266030729605
High,245-310,0.7037613139301183,14.069425158801426,0.04706472466354483,9.469280536474749
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_mid.csv,detector_down.csv
Low,128-170,-2.21730189814433,14.635706830930657,-0.1517971606592602,6.504183878665281
Medium,195-245,0.014883946222280774,16.06748421997098,0.0008571568185749194,8.077990472767535
High,245-310,0.9048359750530093,18.5597663962527,0.04597582246284426,12.502138961059352
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_mid.csv,detector.csv
Low,128-170,-1.970935020572737,13.009517183049477,-0.1517971606592602,5.781496781035805
Medium,195-245,0.013230174419805315,14.282208195529757,0.0008571568185749326,7.180435975793365
High,245-310,0.804298644491564,16.4975701300024,0.04597582246284426,11.113012409830533
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_mid.csv,detector_up.csv
Low,128-170,-1.7245681430011452,11.38332753516829,-0.1517971606592602,5.058809683406329
Medium,195-245,0.011576402617329368,12.496932171088536,0.0008571568185749102,6.282881478819194
High,245-310,0.7037613139301183,14.4353738637521,0.04597582246284426,9.723885858601715
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_up.csv,detector_down.csv
Low,128-170,-2.2173018981443295,17.07350490882719,-0.12995618409129628,7.644838463122096
Medium,195-245,0.014883946222280566,18.300584773062003,0.0007700629694960399,9.270575734418317
High,245-310,0.9048359750530093,20.59465091436998,0.04170622563882451,13.921781529759578
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_up.csv,detector.csv
Low,128-170,-1.9709350205727367,15.176448807846388,-0.12995618409129628,6.795411967219641
Medium,195-245,0.01323017441980521,16.267186464944,0.0007700629694960557,8.240511763927394
High,245-310,0.8042986444915637,18.306356368328863,0.0417062256388245,12.37491691534185
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_up.csv,detector_up.csv
Low,128-170,-1.7245681430011446,13.279392706865586,-0.12995618409129625,5.9459854713171865
Medium,195-245,0.011576402617329506,14.233788156826,0.0007700629694960527,7.210447793436468
High,245-310,0.7037613139301183,16.01806182228776,0.0417062256388245,10.828052300924119
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_down.csv,detector_down.csv
Low,128-170,-0.9502722420618555,6.703545699720034,-0.14150951788628546,2.9877321717885716
Medium,195-245,0.0063788340952633405,7.0550675834397225,0.0008596935286332819,3.550717701497387
High,245-310,0.3877868464512897,8.010367863031622,0.04574550985029244,5.394662642592051
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_down.csv,detector.csv
Low,128-170,-0.844686437388316,5.9587072886400305,-0.14150951788628544,2.6557619304787305
Medium,195-245,0.005670074751345286,6.271171185279754,0.0008596935286332963,3.156193512442122
High,245-310,0.34469941906781315,7.120326989361441,0.04574550985029246,4.795255682304044
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_down.csv,detector_up.csv
Low,128-170,-0.7391006327147766,5.213868877560025,-0.14150951788628546,2.3237916891688895
Medium,195-245,0.004961315407426989,5.487274787119784,0.0008596935286332722,2.7616693233868572
High,245-310,0.3016119916843365,6.23028611569126,0.04574550985029245,4.195848722016039
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_mid.csv,detector_down.csv
Low,128-170,-0.9502722420618555,7.652509280600749,-0.12377611594624167,3.431880748464014
Medium,195-245,0.0063788340952634975,7.822262450552531,0.0007984372674669638,3.960312905428236
High,245-310,0.3877868464512896,8.62564425706957,0.04275358482152432,5.822735327047281
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_mid.csv,detector.csv
Low,128-170,-0.844686437388316,6.8022304716451085,-0.12377611594624167,3.0505606653013455
Medium,195-245,0.005670074751345286,6.953122178268916,0.0007984372674669567,3.520278138158432
High,245-310,0.34469941906781304,7.667239339617395,0.04275358482152434,5.175764735153138
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_mid.csv,detector_up.csv
Low,128-170,-0.7391006327147766,5.951951662689471,-0.12377611594624169,2.669240582138677
Medium,195-245,0.004961315407427215,6.083981905985301,0.0007984372674669717,3.0802433708886277
High,245-310,0.30161199168433633,6.7088344221652205,0.042753584821524325,4.528794143258996
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_up.csv,detector_down.csv
Low,128-170,-0.9502722420618553,10.84039907477313,-0.08729757982098083,4.9235059742921585
Medium,195-245,0.006378834095263567,10.742470866133097,0.0006013157355674196,5.519847478356179
High,245-310,0.3877868464512896,11.286647088453694,0.033166505339282816,7.679190993809123
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_up.csv,detector.csv
Low,128-170,-0.8446864373883161,9.635910288687228,-0.08729757982098087,4.376449754926364
Medium,195-245,0.005670074751345234,9.548862992118309,0.0006013157355674034,4.906531091872161
High,245-310,0.34469941906781315,10.032575189736619,0.03316650533928283,6.825947550052553
LMT_annual_25.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_up.csv,detector_up.csv
Low,128-170,-0.7391006327147763,8.431421502601323,-0.08729757982098085,3.8293935355605675
Medium,195-245,0.004961315407427215,8.35525511810352,0.0006013157355674195,4.293214705388139
High,245-310,0.3016119916843363,8.77850329101954,0.03316650533928281,5.972704106295985
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_down.csv,detector_down.csv
Low,128-170,-3.3768906907368272,26.517396131114346,-0.13208518461079524,11.632116934306916
Medium,195-245,0.057874219079251804,35.141777119417846,0.0014123899010032154,17.525816637972664
High,245-310,1.500532807608512,43.221302231768846,0.031015590684825,29.209397545439337
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_down.csv,detector.csv
Low,128-170,-3.0016806139882917,23.571018783212757,-0.13208518461079527,10.339659497161701
Medium,195-245,0.05144375029266898,31.237135217260303,0.001412389901003237,15.578503678197919
High,245-310,1.3338069400964556,38.41893531712787,0.031015590684825012,25.963908929279405
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_down.csv,detector_up.csv
Low,128-170,-2.6264705372397548,20.62464143531116,-0.13208518461079527,9.04720206001649
Medium,195-245,0.045013281506084975,27.33249331510276,0.0014123899010032239,13.631190718423182
High,245-310,1.1670810725843987,33.61656840248688,0.03101559068482502,22.71842031311948
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_mid.csv,detector_down.csv
Low,128-170,-3.3768906907368272,27.019788615110027,-0.12949330175630216,11.867254416076266
Medium,195-245,0.05787421907925222,35.54793910788933,0.0013990320963820798,17.74266115770076
High,245-310,1.5005328076085125,43.54703679331835,0.030820569561263604,29.436024260739163
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_mid.csv,detector.csv
Low,128-170,-3.001680613988291,24.0175898800978,-0.12949330175630214,10.548670592067792
Medium,195-245,0.0514437502926687,31.59816809590162,0.0013990320963820813,15.771254362400672
High,245-310,1.333806940096456,38.70847714961631,0.03082056956126362,26.165354898434817
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_mid.csv,detector_up.csv
Low,128-170,-2.6264705372397548,21.01539114508557,-0.12949330175630216,9.230086768059317
Medium,195-245,0.045013281506084975,27.648397083913917,0.001399032096382076,13.799847567100587
High,245-310,1.167081072584399,33.86991750591427,0.03082056956126362,22.894685536130456
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_up.csv,detector_down.csv
Low,128-170,-3.3768906907368272,28.70749497673069,-0.12155360029758831,12.656938359161753
Medium,195-245,0.05787421907925222,37.0939317984908,0.0013496144908635615,18.56829710807438
High,245-310,1.5005328076085125,44.955802998168764,0.029971073195061156,30.418853731377787
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_up.csv,detector.csv
Low,128-170,-3.001680613988291,25.517773312649503,-0.12155360029758831,11.250611874810447
Medium,195-245,0.05144375029266842,32.972383820880715,0.0013496144908635552,16.505152984954996
High,245-310,1.333806940096455,39.960713776150016,0.029971073195061145,27.038981094558036
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_down_up.csv,detector_up.csv
Low,128-170,-2.6264705372397543,22.328051648568316,-0.12155360029758831,9.844285390459143
Medium,195-245,0.045013281506085114,28.850835843270612,0.0013496144908635638,14.442008861835625
High,245-310,1.1670810725843987,34.96562455413126,0.02997107319506116,23.659108457738277
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_down.csv,detector_down.csv
Low,128-170,-2.1489304395597997,17.346955129123934,-0.1281788062465188,7.622301926758159
Medium,195-245,0.036829048504978736,22.630499594860584,0.0013988681938357657,11.294675322134195
High,245-310,0.9548845139326897,27.668537082566026,0.030873053147329306,18.700368502970385
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_down.csv,detector.csv
Low,128-170,-1.9101603907198217,15.419515670332386,-0.12817880624651878,6.775379490451696
Medium,195-245,0.032736932004426,20.115999639876073,0.001398868193835788,10.039711397452617
High,245-310,0.8487862346068351,24.59425518450313,0.030873053147329296,16.62254978041812
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_down.csv,detector_up.csv
Low,128-170,-1.671390341879844,13.492076211540837,-0.1281788062465188,5.928457054145233
Medium,195-245,0.028644815503872705,17.60149968489156,0.0013988681938357868,8.784747472771038
High,245-310,0.7426879552809805,21.519973286440237,0.0308730531473293,14.544731057865853
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_mid.csv,detector_down.csv
Low,128-170,-2.1489304395597992,18.072633161562127,-0.12276900818841589,7.961944955980555
Medium,195-245,0.036829048504978736,23.21717802265273,0.001369443487756404,11.607895183963665
High,245-310,0.9548845139326897,28.13904256035975,0.030438155727051185,19.027718202847915
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_mid.csv,detector.csv
Low,128-170,-1.9101603907198212,16.064562810277447,-0.12276900818841589,7.077284405316048
Medium,195-245,0.03273693200442593,20.63749157569131,0.001369443487756423,10.318129052412148
High,245-310,0.8487862346068353,25.012482275875335,0.030438155727051185,16.913527291420365
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_mid.csv,detector_up.csv
Low,128-170,-1.6713903418798433,14.056492458992762,-0.12276900818841589,6.1926238546515435
Medium,195-245,0.028644815503872566,18.057805128729896,0.0013694434877564163,9.028362920860626
High,245-310,0.7426879552809805,21.885921991390916,0.030438155727051164,14.799336379992816
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_up.csv,detector_down.csv
Low,128-170,-2.148930439559799,20.51043123945865,-0.10764791104576467,9.102599540437371
Medium,195-245,0.036829048504978944,25.45027857574375,0.00126621229298491,12.800480445614445
High,245-310,0.9548845139326897,30.17392707847702,0.028621662190651466,20.447360771548148
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_up.csv,detector.csv
Low,128-170,-1.9101603907198212,18.231494435074357,-0.10764791104576467,8.091199591499887
Medium,195-245,0.03273693200442579,22.622469845105556,0.0012662122929849111,11.378204840546175
High,245-310,0.8487862346068356,26.8212685142018,0.028621662190651473,18.175431796931687
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_mid_up.csv,detector_up.csv
Low,128-170,-1.671390341879844,15.952557630690059,-0.10764791104576468,7.0797996425624
Medium,195-245,0.028644815503872916,19.79466111446736,0.0012662122929849304,9.9559292354779
High,245-310,0.742687955280981,23.46860994992657,0.02862166219065148,15.903502822315223
