Band,Frequency,Delta_T band,T_band avg,Percent Difference,Picowatt Loading
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_down.csv,detector_down.csv
Low,128-170,-0.9209701883827708,8.176514127133519,-0.11565690050665109,3.6124869192094042
Medium,195-245,0.01578387793070518,10.119222070303332,0.001351396347363825,5.063534006295729
High,245-310,0.40923622025686696,12.115771933363213,0.030362105828763416,8.191339460501434
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_down.csv,detector.csv
Low,128-170,-0.818640167451352,7.268012557452018,-0.11565690050665109,3.2110994837416933
Medium,195-245,0.014030113716182567,8.99486406249185,0.001351396347363844,4.5009191167073155
High,245-310,0.36376552911721527,10.76957505187841,0.03036210582876343,7.281190631556832
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_down.csv,detector_up.csv
Low,128-170,-0.7163101465199331,6.3595109877705145,-0.1156569005066511,2.8097120482739806
Medium,195-245,0.012276349501659636,7.870506054680368,0.0013513963473638319,3.9383042271189006
High,245-310,0.31829483797756336,9.42337817039361,0.03036210582876343,6.371041802612226
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_mid.csv,detector_down.csv
Low,128-170,-0.9209701883827713,9.125477708014236,-0.1031603280242218,4.056635495884846
Medium,195-245,0.015783877930705462,10.886416937416136,0.00127065708611305,5.473129210226578
High,245-310,0.4092362202568672,12.73104832740116,0.029116335566642483,8.619412144956666
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_mid.csv,detector.csv
Low,128-170,-0.8186401674513522,8.111535740457098,-0.1031603280242218,3.605898218564307
Medium,195-245,0.014030113716182532,9.676815055481011,0.0012706570861130398,4.865003742423625
High,245-310,0.36376552911721527,11.316487402134365,0.02911633556664248,7.661699684405923
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_mid.csv,detector_up.csv
Low,128-170,-0.7163101465199331,7.09759377289996,-0.10316032802422179,3.1551609412437682
Medium,195-245,0.012276349501659794,8.467213173545883,0.001270657086113049,4.256878274620671
High,245-310,0.3182948379775631,9.901926476867567,0.029116335566642466,6.703987223855184
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_up.csv,detector_down.csv
Low,128-170,-0.9209701883827713,12.313367502186615,-0.07587419510719957,5.548260721712992
Medium,195-245,0.01578387793070532,13.806625352996704,0.0010313506433065416,7.032663783154521
High,245-310,0.40923622025686707,15.39205115878529,0.02457814750775528,10.475867811718507
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_up.csv,detector.csv
Low,128-170,-0.8186401674513522,10.945215557499214,-0.07587419510719957,4.9317873081893255
Medium,195-245,0.01403011371618267,12.272555869330404,0.0010313506433065553,6.251256696137354
High,245-310,0.3637655291172154,13.68182325225359,0.024578147507755287,9.31188249930534
LMT_annual_50.out,mirrors.csv,warm_optics.csv,input_files/model_V1.csv,window.csv,cold_optics_up_up.csv,detector_up.csv
Low,128-170,-0.7163101465199329,9.57706361281181,-0.07587419510719956,4.315313894665659
Medium,195-245,0.012276349501659706,10.738486385664103,0.0010313506433065425,5.469849609120182
High,245-310,0.3182948379775633,11.97159534572189,0.024578147507755284,8.147897186892173
