,Capacitive axis,,,Inductive axis,,,,,,MHWP_v1,,,,Temperature (K),
Freq,Tx_C,Rx_C,Abs_C,Tx_L,Rx_L,Abs_L,DPh,45d X-Pol,Model:,Msh_HWP_Toltec_2019_01_13g,,,,emitted,reflected
248,0.981823,0.00928868,0.00888805,0.98959,0.00466459,0.00574495,190.64116,-20.71636,,,,,,290,25
249,0.982657,0.00861059,0.00873264,0.991664,0.00290541,0.00543072,190.25449,-21.029715,,,,,,290,25
250,0.982849,0.00858837,0.00856263,0.993299,0.00159356,0.00510702,189.85349,-21.370004,,,,,,290,25
251,0.982045,0.00930253,0.0086523,0.994222,0.000729464,0.00504897,189.57231,-21.618843,,,,,,290,25
252,0.980607,0.0106105,0.00878249,0.994662,0.000297833,0.00504036,189.304,-21.86499,,,,,,290,25
253,0.978606,0.0124388,0.00895541,0.994654,0.000261766,0.00508406,189.04944,-22.106714,,,,,,290,25
254,0.976132,0.014695,0.00917342,0.994249,0.000569627,0.0051818,188.80926,-22.342259,,,,,,290,25
255,0.973286,0.0172756,0.00943865,0.993506,0.00115937,0.00533509,188.58391,-22.569954,,,,,,290,25
256,0.970175,0.0200716,0.00975315,0.992492,0.00196323,0.00554487,188.37363,-22.788377,,,,,,290,25
257,0.966906,0.0229764,0.0101181,0.991276,0.00291248,0.00581191,188.17844,-22.996185,,,,,,290,25
258,0.963575,0.0258901,0.0105345,0.989922,0.00394181,0.00613662,187.99824,-23.19235,,,,,,290,25
259,0.960272,0.0287249,0.0110028,0.988488,0.00499334,0.00651912,187.83281,-23.376097,,,,,,290,25
260,0.957069,0.0314084,0.0115228,0.987021,0.00601971,0.0069595,187.68189,-23.546776,,,,,,290,25
261,0.954082,0.0338916,0.0120259,0.985935,0.00707204,0.00699287,187.43318,-23.829351,,,,,,290,25
262,0.951279,0.0361538,0.0125672,0.984948,0.00806125,0.00699106,187.17643,-24.128913,,,,,,290,25
263,0.948675,0.03818,0.0131447,0.984072,0.00897399,0.00695398,186.91093,-24.447747,,,,,,290,25
264,0.946273,0.0399705,0.013756,0.983309,0.00980884,0.00688177,186.63608,-24.788308,,,,,,290,25
265,0.944062,0.0415389,0.014399,0.982649,0.0105757,0.00677517,186.35132,-25.15353,,,,,,290,25
266,0.942019,0.0429092,0.0150721,0.982071,0.0112947,0.0066346,186.05617,-25.546735,,,,,,290,25
267,0.940113,0.0441126,0.0157741,0.981546,0.0119937,0.00646049,185.75026,-25.971331,,,,,,290,25
268,0.938312,0.0451828,0.0165055,0.98104,0.012707,0.00625285,185.43328,-26.431671,,,,,,290,25
269,0.936579,0.0461532,0.0172674,0.980517,0.0134723,0.00601119,185.10499,-26.932508,,,,,,290,25
270,0.934884,0.047053,0.0180634,0.979938,0.0143281,0.00573401,184.76518,-27.479471,,,,,,290,25
271,0.933904,0.0479835,0.0181125,0.979112,0.0153167,0.00557083,184.48503,-27.965109,,,,,,290,25
272,0.933053,0.0488674,0.0180793,0.978108,0.0165059,0.00538634,184.20721,-28.477308,,,,,,290,25
273,0.932328,0.0497056,0.0179664,0.976889,0.0179337,0.00517708,183.93156,-29.020552,,,,,,290,25
274,0.931736,0.0504914,0.017773,0.975431,0.0196289,0.00493981,183.65785,-29.601119,,,,,,290,25
275,0.931296,0.05121,0.0174937,0.973717,0.0216103,0.00467226,183.38552,-30.227181,,,,,,290,25
276,0.93104,0.0518408,0.0171188,0.971742,0.0238852,0.00437286,183.11377,-30.91009,,,,,,290,25
277,0.931007,0.0523591,0.0166338,0.96951,0.0264494,0.00404055,182.84156,-31.664741,,,,,,290,25
278,0.93124,0.0527388,0.0160207,0.967036,0.0292886,0.00367547,182.56753,-32.512723,,,,,,290,25
279,0.931788,0.0529553,0.0152572,0.964342,0.032379,0.00327884,182.29007,-33.483403,,,,,,290,25
280,0.932694,0.0529875,0.0143185,0.961458,0.0356892,0.00285241,182.00737,-34.619413,,,,,,290,25
281,0.933191,0.0528379,0.0139715,0.95817,0.0390524,0.00277805,181.69967,-36.033406,,,,,,290,25
282,0.933941,0.0524439,0.0136154,0.954716,0.0425219,0.0027622,181.37923,-37.816284,,,,,,290,25
283,0.934951,0.0517891,0.0132599,0.951133,0.0460569,0.00280996,181.0441,-40.194042,,,,,,290,25
284,0.936214,0.0508683,0.0129181,0.947454,0.0496192,0.00292639,180.69249,-43.688801,,,,,,290,25
285,0.937706,0.0496886,0.0126052,0.94371,0.053174,0.00311601,180.32284,-50.052221,,,,,,290,25
286,0.939392,0.0482707,0.0123375,0.939924,0.056692,0.00338368,179.93393,-65.053409,,,,,,290,25
287,0.94122,0.0466478,0.012132,0.936118,0.0601489,0.00373334,179.52498,-47.481614,,,,,,290,25
288,0.943131,0.044865,0.0120039,0.932305,0.0635263,0.00416888,179.09567,-41.790962,,,,,,290,25
289,0.945056,0.0429761,0.0119676,0.928494,0.066812,0.0046941,178.64619,-38.267034,,,,,,290,25
290,0.946925,0.041041,0.0120335,0.92469,0.0699978,0.0053125,178.17722,-35.690111,,,,,,290,25
291,0.948369,0.0390672,0.0125637,0.921628,0.073019,0.00535347,177.74235,-33.865344,,,,,,290,25
292,0.949595,0.0371863,0.0132187,0.918764,0.0758933,0.00534238,177.30048,-32.351498,,,,,,290,25
293,0.95057,0.0354328,0.0139973,0.916111,0.0786148,0.00527449,176.85376,-31.063471,,,,,,290,25
294,0.951279,0.0338207,0.0149008,0.913675,0.0811799,0.00514466,176.40459,-29.947096,,,,,,290,25
295,0.951728,0.032341,0.0159313,0.911464,0.0835889,0.00494728,175.95539,-28.966732,,,,,,290,25
296,0.951944,0.0309618,0.0170939,0.909479,0.0858453,0.00467608,175.50847,-28.097072,,,,,,290,25
297,0.951975,0.0296306,0.0183941,0.907719,0.087957,0.00432434,175.06585,-27.318689,,,,,,290,25
298,0.951882,0.0282792,0.0198391,0.906177,0.0899384,0.00388429,174.62904,-26.616705,,,,,,290,25
299,0.951735,0.0268302,0.021435,0.904841,0.0918119,0.00334758,174.19898,-25.978672,,,,,,290,25
300,0.951606,0.025206,0.0231885,0.903685,0.0936101,0.00270515,173.77568,-25.393971,,,,,,290,25
301,0.952014,0.0237075,0.024279,0.902183,0.0949143,0.00290222,173.3492,-24.833664,,,,,,290,25
302,0.952608,0.022033,0.0253595,0.900679,0.0961332,0.00318774,172.92839,-24.312129,,,,,,290,25
303,0.953416,0.0201531,0.0264306,0.899108,0.0973276,0.00356427,172.51198,-23.822797,,,,,,290,25
304,0.954445,0.0180589,0.0274957,0.897392,0.098573,0.00403468,172.09815,-23.359731,,,,,,290,25
305,0.955672,0.0157666,0.0285618,0.89544,0.0999583,0.00460171,171.68447,-22.91765,,,,,,290,25
306,0.95704,0.0133215,0.0296388,0.893146,0.101586,0.00526878,171.26798,-22.491835,,,,,,290,25
307,0.958464,0.0107983,0.0307381,0.890393,0.103568,0.0060389,170.84542,-22.078369,,,,,,290,25
308,0.959825,0.00830182,0.0318732,0.887061,0.106024,0.006915,170.41336,-21.673989,,,,,,290,25
309,0.960981,0.00596263,0.0330562,0.883027,0.109074,0.0078993,169.96826,-21.276156,,,,,,290,25
310,0.961772,0.00393168,0.0342967,0.878176,0.112831,0.00899345,169.5067,-20.883218,,,,,,290,25
311,0.962752,0.00218651,0.0350614,0.87468,0.116062,0.00925861,169.18857,-20.618667,,,,,,290,25
312,0.963005,0.00129026,0.0357045,0.870734,0.119836,0.00943083,168.87383,-20.368614,,,,,,290,25
313,0.962304,0.00149714,0.0361987,0.86633,0.124172,0.00949766,168.56053,-20.132691,,,,,,290,25
314,0.960449,0.00302944,0.0365213,0.861502,0.129052,0.00944583,168.24809,-19.911564,,,,,,290,25
315,0.95729,0.00605259,0.0366575,0.856325,0.134414,0.00926091,167.93756,-19.706761,,,,,,290,25
316,0.952742,0.0106525,0.0366053,0.850919,0.140152,0.00892876,167.63152,-19.520229,,,,,,290,25
317,0.946806,0.0168175,0.0363767,0.845451,0.146114,0.0084357,167.33411,-19.354252,,,,,,290,25
318,0.939568,0.0244297,0.0360021,0.840122,0.152109,0.00776941,167.05085,-19.211021,,,,,,290,25
319,0.931207,0.0332643,0.0355285,0.835172,0.15791,0.00691859,166.78804,-19.092363,,,,,,290,25
320,0.921982,0.0429995,0.0350188,0.830863,0.163263,0.00587422,166.55281,-18.999761,,,,,,290,25
